fullpart_time,gender,months_work,respect,hr_wage
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9.55000000001
(1) Full-time worker,(2) Female,10,(2) Agree,24.6913580247
(2) Part-time worker,(2) Female,8,(2) Agree,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16.75
(1) Full-time worker,(2) Female,1,(4) Disagree,9.75
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(1) Full-time worker,(2) Female,12,(2) Agree,21
(2) Part-time worker,(2) Female,11,(1) Strongly agree,18.306
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20
(1) Full-time worker,(2) Female,12,(2) Agree,8
(1) Full-time worker,(2) Female,12,(2) Agree,11.42857142858
(1) Full-time worker,(2) Female,12,(2) Agree,107.5
(1) Full-time worker,(2) Female,12,(2) Agree,9.5
(2) Part-time worker,(2) Female,1,(1) Strongly agree,14.65
(1) Full-time worker,(2) Female,12,(2) Agree,20
(1) Full-time worker,(2) Female,7,(2) Agree,9.25
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(2) Agree,17
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.75
(2) Part-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,12,NA,14.66666666667
(2) Part-time worker,(2) Female,10,(1) Strongly agree,15.87301587302
(2) Part-time worker,(2) Female,10,(1) Strongly agree,14
(1) Full-time worker,(2) Female,9,(4) Disagree,17.83297297298
(1) Full-time worker,(2) Female,12,(2) Agree,11.538461538469999
(1) Full-time worker,(2) Female,12,(2) Agree,2.5
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,2,(1) Strongly agree,9.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,18
(1) Full-time worker,(2) Female,NA,(2) Agree,24.5
(2) Part-time worker,(2) Female,2,(2) Agree,20.54
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,26.84210526316
(1) Full-time worker,(2) Female,11,(1) Strongly agree,11
(1) Full-time worker,(2) Female,9,(2) Agree,33.95061728396
(1) Full-time worker,(2) Female,12,(1) Strongly agree,30
(1) Full-time worker,(2) Female,5,(1) Strongly agree,11.75
(1) Full-time worker,(2) Female,12,(2) Agree,13
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18.5
(1) Full-time worker,(2) Female,12,(2) Agree,13
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,10,(1) Strongly agree,12.75
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(1) Strongly agree,16
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.5
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,8.24
(2) Part-time worker,(2) Female,9,(1) Strongly agree,12.25
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,7,(3) Neither agree nor disagree,6.66666666667
(1) Full-time worker,(2) Female,6,(2) Agree,12
(1) Full-time worker,(2) Female,12,(2) Agree,12
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,17.5
(1) Full-time worker,(2) Female,12,(2) Agree,11.5
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,9.2307692307699991
(2) Part-time worker,(2) Female,10,(2) Agree,13
(1) Full-time worker,(2) Female,12,(4) Disagree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,5.625
(1) Full-time worker,(2) Female,9,(1) Strongly agree,NA
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,2,(1) Strongly agree,13.33333333334
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.25
(1) Full-time worker,(2) Female,12,(2) Agree,11.25
(1) Full-time worker,(2) Female,4,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,10,(1) Strongly agree,49.96666666667
(1) Full-time worker,(2) Female,12,(1) Strongly agree,22.170375
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(4) Disagree,10
(2) Part-time worker,(1) Male,10,(1) Strongly agree,14.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.85
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,11,(5) Strongly disagree,16.25
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17.4
(1) Full-time worker,(2) Female,2,(1) Strongly agree,12
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.87
(1) Full-time worker,(2) Female,1,(2) Agree,11.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8
(1) Full-time worker,(2) Female,12,(2) Agree,12
(1) Full-time worker,(2) Female,1,(1) Strongly agree,9
(1) Full-time worker,(2) Female,NA,(3) Neither agree nor disagree,14
(1) Full-time worker,(2) Female,10,(1) Strongly agree,24.67
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(1) Strongly agree,6.92307692308
(1) Full-time worker,(2) Female,2,(1) Strongly agree,8.5
(1) Full-time worker,(2) Female,12,(2) Agree,10.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,13
(2) Part-time worker,(2) Female,10,(1) Strongly agree,8.12
(1) Full-time worker,(2) Female,4,(2) Agree,12.5
(2) Part-time worker,(2) Female,4,(2) Agree,12.15
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,12,(1) Strongly agree,7.33333333334
(1) Full-time worker,(2) Female,11,(2) Agree,22.35763636364
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17
(1) Full-time worker,(2) Female,NA,(2) Agree,14.0125
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.5
(1) Full-time worker,(2) Female,12,(2) Agree,12.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(1) Full-time worker,(2) Female,2,(3) Neither agree nor disagree,9.5
(1) Full-time worker,(2) Female,12,(2) Agree,14.79591836735
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,12,(3) Neither agree nor disagree,14
(1) Full-time worker,(2) Female,5,(2) Agree,8.16129032259
(2) Part-time worker,(2) Female,12,(1) Strongly agree,27.5
(2) Part-time worker,(2) Female,12,(2) Agree,12.04602941177
(1) Full-time worker,(2) Female,1,(2) Agree,8.75
(2) Part-time worker,(2) Female,12,(1) Strongly agree,7.25
(1) Full-time worker,(2) Female,12,(2) Agree,20.55
(2) Part-time worker,(2) Female,8,(1) Strongly agree,13.83333333334
(2) Part-time worker,(2) Female,10,(1) Strongly agree,28
(2) Part-time worker,(2) Female,10,(3) Neither agree nor disagree,8
(1) Full-time worker,(2) Female,12,(2) Agree,15
(1) Full-time worker,(2) Female,12,(1) Strongly agree,6.25
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,18.26086956522
(1) Full-time worker,(2) Female,10,(1) Strongly agree,26.26190476191
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12
(1) Full-time worker,(2) Female,11,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14
(1) Full-time worker,(2) Female,10,(2) Agree,38.88888888889
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(5) Strongly disagree,14.31
(1) Full-time worker,(1) Male,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,9,(2) Agree,24
(1) Full-time worker,(2) Female,8,(4) Disagree,27
(1) Full-time worker,(2) Female,12,(2) Agree,11.65
(1) Full-time worker,(2) Female,9,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,14
(1) Full-time worker,(2) Female,12,(2) Agree,9
(2) Part-time worker,(2) Female,1,(2) Agree,8
(1) Full-time worker,(2) Female,3,(1) Strongly agree,8.5
(2) Part-time worker,(2) Female,NA,(2) Agree,10.15
(1) Full-time worker,(2) Female,12,(2) Agree,11.91666666667
(1) Full-time worker,(2) Female,10,(2) Agree,19.375
(2) Part-time worker,(2) Female,9,(2) Agree,NA
(1) Full-time worker,(2) Female,8,(2) Agree,14
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12.5
(1) Full-time worker,(1) Male,12,(2) Agree,13
(2) Part-time worker,NA,11,NA,22
(2) Part-time worker,(2) Female,8,(2) Agree,10
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(2) Part-time worker,(2) Female,11,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(2) Agree,10.25641025642
NA,NA,NA,NA,NA
NA,(2) Female,12,(2) Agree,7.5
(1) Full-time worker,(2) Female,12,(2) Agree,10
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,9,(2) Agree,19.31
(2) Part-time worker,(2) Female,3,(2) Agree,14
(1) Full-time worker,(2) Female,10,(2) Agree,22
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(1) Full-time worker,NA,12,NA,8.88000000001
(1) Full-time worker,(2) Female,12,(2) Agree,8.25
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,1,(2) Agree,15
(1) Full-time worker,(2) Female,6,(4) Disagree,35.71428571429
(1) Full-time worker,(2) Female,6,(1) Strongly agree,11.61
(2) Part-time worker,(2) Female,12,(1) Strongly agree,17.99
(2) Part-time worker,(2) Female,9,(2) Agree,17
NA,NA,NA,NA,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,12.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,10,(1) Strongly agree,12
(1) Full-time worker,(2) Female,12,(1) Strongly agree,13.13
(2) Part-time worker,(2) Female,12,(2) Agree,13.62
(1) Full-time worker,(2) Female,12,(1) Strongly agree,32.60869565218
(1) Full-time worker,(2) Female,11,(2) Agree,32.82
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,19.23076923077
(1) Full-time worker,(2) Female,2,(2) Agree,NA
(2) Part-time worker,NA,12,NA,8.6
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.5
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,9,(1) Strongly agree,13.1
(1) Full-time worker,(2) Female,5,(2) Agree,12
(2) Part-time worker,(1) Male,12,(1) Strongly agree,10.71428571429
(1) Full-time worker,(2) Female,12,(2) Agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,3,(2) Agree,12
(2) Part-time worker,(2) Female,12,(1) Strongly agree,11.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,8.75
(2) Part-time worker,(2) Female,3,(2) Agree,9
(1) Full-time worker,(2) Female,12,(2) Agree,25
(1) Full-time worker,(2) Female,9,(1) Strongly agree,14
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.13000000001
(1) Full-time worker,(2) Female,10,(2) Agree,11.42857142858
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,19
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,9,(1) Strongly agree,21.95670731708
(1) Full-time worker,(2) Female,12,(4) Disagree,13.75
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,13
(2) Part-time worker,(2) Female,9,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(1) Strongly agree,25.08710801394
(1) Full-time worker,(2) Female,12,(2) Agree,14.82
(1) Full-time worker,(2) Female,9,(1) Strongly agree,14.89
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,9,(2) Agree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17
(1) Full-time worker,(2) Female,12,(1) Strongly agree,63.33333333334
(2) Part-time worker,(2) Female,10,(5) Strongly disagree,51.42857142858
(1) Full-time worker,(2) Female,9,(1) Strongly agree,15.55
(1) Full-time worker,(2) Female,8,(2) Agree,10.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,10,(2) Agree,27.14285714286
(1) Full-time worker,(2) Female,10,(2) Agree,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14.375
(1) Full-time worker,(2) Female,12,(2) Agree,10.625
(1) Full-time worker,(2) Female,10,(2) Agree,40.98333333334
(2) Part-time worker,(2) Female,9,(2) Agree,15.75
(2) Part-time worker,(2) Female,12,(2) Agree,10.5
(1) Full-time worker,NA,12,NA,13.625
(1) Full-time worker,(2) Female,12,(4) Disagree,10
(1) Full-time worker,(1) Male,12,(3) Neither agree nor disagree,107.32142857143
(1) Full-time worker,(2) Female,12,(1) Strongly agree,12
(2) Part-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,12,(2) Agree,9
(1) Full-time worker,(2) Female,7,(2) Agree,13.5
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,6,(1) Strongly agree,13
(1) Full-time worker,(2) Female,12,(2) Agree,13.25
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14
(1) Full-time worker,(2) Female,10,(1) Strongly agree,8.80000000001
(1) Full-time worker,(2) Female,11,(2) Agree,7.5
(1) Full-time worker,(2) Female,12,NA,9.5
(1) Full-time worker,(2) Female,12,(2) Agree,12.5
(1) Full-time worker,(2) Female,1,(2) Agree,11.75
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9.5
(1) Full-time worker,(1) Male,12,(2) Agree,20
(1) Full-time worker,(2) Female,12,(1) Strongly agree,22.22222222223
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.5
(1) Full-time worker,(2) Female,10,(1) Strongly agree,25.55555555556
(1) Full-time worker,(2) Female,NA,(1) Strongly agree,3
(1) Full-time worker,(2) Female,12,(1) Strongly agree,17
(2) Part-time worker,(2) Female,12,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,12,(2) Agree,9.85
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.75
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
(2) Part-time worker,(1) Male,12,(1) Strongly agree,8
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(2) Part-time worker,(2) Female,1,(1) Strongly agree,12
(2) Part-time worker,(2) Female,12,(2) Agree,9.25
(1) Full-time worker,(2) Female,12,(2) Agree,17
(2) Part-time worker,(1) Male,12,(2) Agree,21
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.43243243244
(1) Full-time worker,(2) Female,10,(2) Agree,22.22222222223
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,8,(2) Agree,8.5
(1) Full-time worker,(2) Female,12,(2) Agree,11
(1) Full-time worker,(2) Female,NA,(2) Agree,11.56
(1) Full-time worker,(2) Female,10,(3) Neither agree nor disagree,21.71052631579
(1) Full-time worker,(1) Male,8,(4) Disagree,12
(1) Full-time worker,(2) Female,12,(2) Agree,13
(2) Part-time worker,(2) Female,12,(1) Strongly agree,12.5
(2) Part-time worker,(2) Female,12,(1) Strongly agree,14.75
(1) Full-time worker,(2) Female,9,(3) Neither agree nor disagree,15.3
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,33.68421052632
(1) Full-time worker,(2) Female,12,(2) Agree,12.5
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,12.55
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,NA
(2) Part-time worker,(2) Female,12,(1) Strongly agree,10.35
(1) Full-time worker,(2) Female,12,(2) Agree,13
(2) Part-time worker,(2) Female,12,(2) Agree,10.5
(1) Full-time worker,(2) Female,12,(4) Disagree,19
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18.5
(1) Full-time worker,(2) Female,6,(1) Strongly agree,13.62
(1) Full-time worker,(2) Female,1,(2) Agree,13.3918918919
(1) Full-time worker,(2) Female,11,(3) Neither agree nor disagree,13
(1) Full-time worker,(2) Female,11,(2) Agree,16.66666666667
(1) Full-time worker,NA,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,12,(2) Agree,12.31
(1) Full-time worker,(2) Female,12,(2) Agree,18
(2) Part-time worker,(2) Female,9,(3) Neither agree nor disagree,6.06060606061
(1) Full-time worker,(2) Female,12,(2) Agree,13.66396761134
(1) Full-time worker,(2) Female,12,(1) Strongly agree,8.64
(1) Full-time worker,(2) Female,10,(4) Disagree,12
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,9.45945945946
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.25
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,26.73
(2) Part-time worker,(2) Female,9,(1) Strongly agree,12.38095238096
(2) Part-time worker,(2) Female,5,(1) Strongly agree,10.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.41666666667
(2) Part-time worker,(2) Female,12,(2) Agree,11.11111111112
(1) Full-time worker,(2) Female,12,(1) Strongly agree,14
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11.5
(1) Full-time worker,(2) Female,12,(1) Strongly agree,11
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(2) Part-time worker,(2) Female,9,(2) Agree,24
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10
(1) Full-time worker,(2) Female,1,(5) Strongly disagree,11
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,15.1
(1) Full-time worker,(2) Female,12,(1) Strongly agree,10.75
(1) Full-time worker,(2) Female,12,(1) Strongly agree,NA
(1) Full-time worker,(2) Female,12,(2) Agree,8.25
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,21
(2) Part-time worker,(2) Female,10,(1) Strongly agree,27.77777777778
(1) Full-time worker,(2) Female,12,(2) Agree,7.5
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(2) Agree,8.5
(1) Full-time worker,(2) Female,12,(3) Neither agree nor disagree,12.8
(2) Part-time worker,(2) Female,9,(1) Strongly agree,15.36
(2) Part-time worker,(2) Female,10,(1) Strongly agree,13.47
(2) Part-time worker,(2) Female,12,(2) Agree,12
(1) Full-time worker,(2) Female,8,(2) Agree,11
(1) Full-time worker,(2) Female,9,(2) Agree,11.90166666667
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,12,(1) Strongly agree,18.66666666667
(1) Full-time worker,(2) Female,12,(2) Agree,14
(1) Full-time worker,(2) Female,12,(2) Agree,32.77777777778
(1) Full-time worker,(2) Female,6,(2) Agree,13
(1) Full-time worker,(2) Female,11,(1) Strongly agree,8.15857142858
(1) Full-time worker,(2) Female,12,(1) Strongly agree,16
(1) Full-time worker,(2) Female,12,(1) Strongly agree,7.125
(1) Full-time worker,(2) Female,11,(1) Strongly agree,11.40350877193
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,8,(2) Agree,NA
(2) Part-time worker,(2) Female,10,(2) Agree,8.15
(1) Full-time worker,(2) Female,5,(2) Agree,NA
(2) Part-time worker,(2) Female,9,(1) Strongly agree,18.75
(1) Full-time worker,(1) Male,12,(1) Strongly agree,28.57142857143
(2) Part-time worker,(2) Female,10,(1) Strongly agree,10.89
(1) Full-time worker,(2) Female,12,(2) Agree,14.5
(1) Full-time worker,(2) Female,10,(1) Strongly agree,10
(1) Full-time worker,(2) Female,12,(2) Agree,11.1
(1) Full-time worker,(2) Female,10,(5) Strongly disagree,14
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,3,(1) Strongly agree,9
(2) Part-time worker,(2) Female,3,(1) Strongly agree,21.33333333334
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,10,(2) Agree,21.42857142858
(1) Full-time worker,(2) Female,12,(1) Strongly agree,9
(1) Full-time worker,(2) Female,10,(1) Strongly agree,29.16666666667
NA,NA,NA,NA,NA
(1) Full-time worker,(2) Female,2,(1) Strongly agree,8.6
(2) Part-time worker,(2) Female,6,(1) Strongly agree,11.3
